"","state","city","zipcode","n_abi","n_abi_any_na_address_line_1","pct_abi_any_na_address_line_1","lon","lat"
"12485","VA","ROSE HILL","24281",22,8,36.36,-77.1083173369855,38.7853008335784
"12486","VA","ROSEDALE","24280",10,2,20,NA,NA
"12487","VA","ROSELAND","22967",24,5,20.83,-78.9384562457084,37.9206854675172
"12488","VA","ROUND HILL","20141",14,2,14.29,-77.7699799716599,39.1319909714802
"12489","VA","RUCKERSVILLE","22968",49,5,10.2,-78.3778193800829,38.2310516139745
"12490","VA","RUSTBURG","24588",53,6,11.32,-79.1043557272942,37.2785533062509
"12491","VA","RUTHER GLEN","22546",53,1,1.89,-77.557257847802,38.0171036588689
"12492","VA","RUTHVILLE","23147",1,1,100,NA,NA
"12493","VA","SALEM","24153",167,9,5.39,-80.0584950601283,37.2895804516724
"12494","VA","SALUDA","23149",31,7,22.58,-76.5950290818212,37.6033522945458
"12495","VA","SANDSTON","23150",41,1,2.44,-77.3139582514243,37.511031263285
"12496","VA","SANDY POINT","22577",1,1,100,NA,NA
"12497","VA","SANFORD","23426",4,1,25,-75.6628451567386,37.9267619149395
"12498","VA","SCOTTSVILLE","24590",48,5,10.42,-78.4953559090541,37.8059736735438
"12499","VA","SEDLEY","23878",12,1,8.33,-76.9845250215172,36.772373248761
"12500","VA","SHACKLEFORDS","23156",13,5,38.46,NA,NA
"12501","VA","SHAWSVILLE","24162",17,1,5.88,-80.2526049392972,37.1698289789538
"12502","VA","SHELBY","22727",1,1,100,-78.2586557166062,38.3793469564856
"12503","VA","SHENANDOAH","22849",53,1,1.89,-78.6176716513274,38.486358837845
"12504","VA","SHERANDO","22952",1,1,100,-78.934696830226,37.9897447440856
"12505","VA","SOUTH BOSTON","24592",146,1,0.68,-78.9129765630658,36.711703905414
"12506","VA","SOUTH HILL","23970",110,11,10,-78.1274182903023,36.7302855921692
"12507","VA","SOUTH RIDING","20152",10,1,10,-77.5111902457664,38.912346687288
"12508","VA","SPERRYVILLE","22740",14,3,21.43,-78.2324532935285,38.6569933165455
"12509","VA","SPOTSYLVANIA","22553",60,4,6.67,-77.5896952961071,38.2006533111068
"12510","VA","SPOTSYLVANIA","22551",31,1,3.23,-77.5896952961071,38.2006533111068
"12511","VA","SPOUT SPRING","24593",13,1,7.69,NA,NA
"12512","VA","SPRING GROVE","23881",13,2,15.38,NA,NA
"12513","VA","SPRINGFIELD","22150",70,1,1.43,-77.1815844539296,38.7752274806905
"12514","VA","ST CHARLES","24282",11,2,18.18,-83.0578512802332,36.805770135122
"12515","VA","ST STEPHENS CHR","23148",5,1,20,NA,NA
"12516","VA","STAFFORD","22554",154,7,4.55,-77.3818869327312,38.4625594929598
"12517","VA","STAFFORDSVILLE","24167",1,1,100,NA,NA
"12518","VA","STANARDSVILLE","22973",37,5,13.51,-78.4370610484833,38.2985513071686
"12519","VA","STANLEY","22851",53,1,1.89,-78.5048045142951,38.5769206581328
"12520","VA","STAR TANNERY","22654",2,1,50,NA,NA
"12521","VA","STAUNTON","24401",171,6,3.51,-79.061915433069,38.1618158204331
"12522","VA","STEPHENS CITY","22655",55,5,9.09,-78.2207330220181,39.0872374487825
"12523","VA","STERLING","20164",85,2,2.35,-77.4017128278941,39.0045663427431
"12524","VA","STERLING","20166",41,1,2.44,-77.4017128278941,39.0045663427431
"12525","VA","STEVENSBURG","22741",4,2,50,NA,NA
"12526","VA","STEVENSVILLE","23161",1,1,100,NA,NA
"12527","VA","STONY CREEK","23882",22,1,4.55,-77.3994337030813,36.9468020620299
"12528","VA","STRATFORD","22558",1,1,100,NA,NA
"12529","VA","STUART","24171",73,2,2.74,-80.2648425590426,36.6389436957424
"12530","VA","STUARTS DRAFT","24477",43,5,11.63,-79.0310447405837,38.0211366272666
"12531","VA","STUARTS DRAFT","000NA",1,1,100,-79.0310447405837,38.0211366272666
"12532","VA","STUDLEY","23162",4,1,25,NA,NA
"12533","VA","SUFFOLK","23434",221,4,1.81,-76.6245418852556,36.7083601065153
"12534","VA","SUFFOLK","23435",73,1,1.37,-76.6245418852556,36.7083601065153
"12535","VA","SUMERDUCK","22742",4,1,25,NA,NA
"12536","VA","SUTHERLAND","23885",9,1,11.11,NA,NA
"12537","VA","SUTHERLIN","24594",13,1,7.69,NA,NA
"12538","VA","SWORDS CREEK","24649",7,3,42.86,NA,NA
"12539","VA","TANGIER","23440",4,1,25,-75.9940856553365,37.8223441477989
"12540","VA","TAPPAHANNOCK","22560",60,13,21.67,-76.8664794296893,37.9184135300635
"12541","VA","TAZEWELL","24651",71,8,11.27,-81.5145896768589,37.1305829390749
"12542","VA","TEMPERANCEVILLE","23442",12,3,25,-75.551788194637,37.8978158755218
"12543","VA","THAXTON","24174",11,1,9.09,NA,NA
"12544","VA","THE PLAINS","20198",12,3,25,-77.7753360840496,38.8618058776948
"12545","VA","THORNBURG","22565",4,1,25,NA,NA
"12546","VA","TIPTOP","24630",1,1,100,-81.5145896768589,37.1305829390749
"12547","VA","TOANO","23168",21,3,14.29,NA,NA
"12548","VA","TOMS BROOK","22660",23,2,8.7,-78.4398712119039,38.9467239371201
"12549","VA","TOPPING","23169",7,1,14.29,NA,NA
"12550","VA","TRIANGLE","22172",40,2,5,-77.3238280923676,38.5483455494712
"12551","VA","TROUTDALE","24378",9,1,11.11,-81.4417136366059,36.7012515827426
"12552","VA","TROUTVILLE","24175",48,10,20.83,-79.8800676878158,37.415808006351
"12553","VA","TROY","22974",14,1,7.14,NA,NA
"12554","VA","TYRO","22976",5,1,20,NA,NA
"12555","VA","UNIONVILLE","22567",16,2,12.5,-77.9567026097788,38.2638780351461
"12556","VA","UPPERVILLE","20184",7,2,28.57,-77.8810890411517,38.9923577409676
"12557","VA","VANSANT","24656",19,2,10.53,-82.0962021079746,37.2348096546041
"12558","VA","VERONA","24482",22,3,13.64,-79.0041584694672,38.1943736248325
"12559","VA","VIENNA","22180",82,3,3.66,-77.2616639635857,38.9021491434954
"12560","VA","VIENNA","22182",47,1,2.13,-77.2616639635857,38.9021491434954
"12561","VA","VINTON","24179",86,3,3.49,-79.8946233550904,37.2769706230524
"12562","VA","VIRGINIA BEACH","23464",289,6,2.08,-76.0257709675525,36.7232065159483
"12563","VA","VIRGINIA BEACH","23452",197,4,2.03,-76.0257709675525,36.7232065159483
"12564","VA","VIRGINIA BEACH","23451",98,3,3.06,-76.0257709675525,36.7232065159483
"12565","VA","VIRGINIA BEACH","23450",18,3,16.67,-76.0257709675525,36.7232065159483
"12566","VA","VIRGINIA BEACH","23462",280,2,0.71,-76.0257709675525,36.7232065159483
"12567","VA","VIRGINIA BEACH","23453",53,1,1.89,-76.0257709675525,36.7232065159483
"12568","VA","VIRGINIA BEACH","23455",94,1,1.06,-76.0257709675525,36.7232065159483
"12569","VA","VIRGINIA BEACH","23471",7,1,14.29,-76.0257709675525,36.7232065159483
"12570","VA","WACHAPREAGUE","23480",4,2,50,-75.6903023841937,37.6059554068147
"12571","VA","WAKEFIELD","23888",34,1,2.94,-76.986806116189,36.9679848334756
"12572","VA","WAKEFIELD","23888",34,1,2.94,-77.2404223419716,38.8228814088663
"12573","VA","WALKERTON","23177",2,1,50,-77.0194234342418,37.6881789081641
"12574","VA","WARDTOWN","23482",1,1,100,NA,NA
"12575","VA","WARM SPRINGS","24484",8,4,50,-79.7823604782313,38.0488314195636
"12576","VA","WARRENTON","20186",63,2,3.17,-77.8010264919127,38.7169608591302
"12577","VA","WARRENTON","20187",56,2,3.57,-77.8010264919127,38.7169608591302
"12578","VA","WASHINGTON","22747",14,5,35.71,-78.1591866390006,38.7123772764851
"12579","VA","WATERFORD","20197",9,3,33.33,-77.6115417814393,39.1855874968788
"12580","VA","WAVERLY","23890",52,6,11.54,-77.09559763191,37.0373076832894
"12581","VA","WAYNESBORO","22980",188,8,4.26,-78.907422076013,38.0650281854036
"12582","VA","WEST AUGUSTA","24485",1,1,100,NA,NA
"12583","VA","WEST POINT","23181",39,2,5.13,-76.7999094444418,37.5481618107506
"12584","VA","WEYERS CAVE","24486",15,1,6.67,-78.9170729556823,38.2839409161858
"12585","VA","WHITE POST","22663",13,2,15.38,NA,NA
"12586","VA","WICOMICO CHURCH","22579",5,1,20,NA,NA
"12587","VA","WILLIAMSBURG","23185",133,5,3.76,-76.7085635850728,37.2762344066637
"12588","VA","WILLIAMSBURG","23188",107,2,1.87,-76.7085635850728,37.2762344066637
"12589","VA","WILLIS","24380",20,1,5,NA,NA
"12590","VA","WINCHESTER","22601",144,5,3.47,-78.1745310821553,39.1661958913942
"12591","VA","WINCHESTER","22603",46,2,4.35,-78.1745310821553,39.1661958913942
"12592","VA","WINCHESTER","22602",67,1,1.49,-78.1745310821553,39.1661958913942
"12593","VA","WINDSOR","23487",38,1,2.63,-76.7352579555478,36.8101246072524
"12594","VA","WISE","24293",57,2,3.51,-82.5788457174569,36.9761757182559
"12595","VA","WITHAMS","23488",2,1,50,NA,NA
"12596","VA","WOLFTOWN","22748",6,2,33.33,NA,NA
"12597","VA","WOODBRIDGE","22193",103,4,3.88,-77.2668216805725,38.6386063725552
"12598","VA","WOODBRIDGE","22191",152,1,0.66,-77.2668216805725,38.6386063725552
"12599","VA","WOODS CROSS RDS","23190",2,1,50,NA,NA
"12600","VA","WOODSTOCK","22664",59,1,1.69,-78.512171052463,38.8759477877228
"12601","VA","WOODVILLE","22749",4,1,25,NA,NA
"12602","VA","WYTHEVILLE","24382",95,1,1.05,-81.0828490195319,36.9504717230505
"12603","VA","YORKTOWN","23693",59,1,1.69,-76.5136070160647,37.2351657652304
"12604","VA","ZACATA","22581",1,1,100,NA,NA
"12605","VI","CHARLOTTE AMALIE","00802",185,15,8.11,NA,NA
"12606","VI","CHRISTIANSTED","00820",78,4,5.13,NA,NA
"12607","VI","CRUZ BAY","00830",3,2,66.67,NA,NA
"12608","VI","FREDERIKSTED","00840",36,2,5.56,NA,NA
"12609","VI","KINGSHILL","00850",6,1,16.67,NA,NA
"12610","VI","ST CROIX","00820",23,3,13.04,NA,NA
"12611","VI","ST THOMAS","00802",52,3,5.77,NA,NA
"12612","VT","ALBURG","05440",6,2,33.33,NA,NA
"12613","VT","ALBURGH","05440",7,2,28.57,-73.3043774024905,44.9772049273595
"12614","VT","BARNET","05821",12,1,8.33,-72.0516394368877,44.2957346875192
"12615","VT","BELMONT","05730",1,1,100,NA,NA
"12616","VT","BETHEL","05032",16,1,6.25,-72.6347780759929,43.8274288639108
"12617","VT","BOMOSEEN","05732",4,1,25,NA,NA
"12618","VT","BRANDON","05733",23,1,4.35,-73.0837440530293,43.8003321047213
"12619","VT","BRATTLEBORO","05301",55,1,1.82,-72.5616651353578,42.865577943807
"12620","VT","BRIDGEWATER","05034",5,1,20,NA,NA
"12621","VT","BRISTOL","05443",14,1,7.14,-73.0854514607876,44.1367121365274
"12622","VT","BURLINGTON","05401",100,2,2,-73.2259599426018,44.4906317114189
"12623","VT","CABOT","05647",3,1,33.33,-72.3115063230371,44.4069711611785
"12624","VT","CAMBRIDGEPORT","05141",5,3,60,NA,NA
"12625","VT","CASTLETON","05735",15,1,6.67,-73.1870439717441,43.6041216405182
"12626","VT","CHARLOTTE","05445",7,1,14.29,-73.2554619756955,44.3103856746492
"12627","VT","CHESTER","05143",17,1,5.88,-72.593979695548,43.2674532965191
"12628","VT","COLCHESTER","05446",27,1,3.7,NA,NA
"12629","VT","CORINTH","05039",4,2,50,NA,NA
"12630","VT","CUTTINGSVILLE","05738",3,2,66.67,NA,NA
"12631","VT","EAST CORINTH","05040",4,2,50,NA,NA
"12632","VT","ENOSBURG FALLS","05450",14,2,14.29,-72.8072930998456,44.907389566511
"12633","VT","ESSEX","05451",5,1,20,NA,NA
"12634","VT","FERRISBURG","05456",1,1,100,NA,NA
"12635","VT","FERRISBURGH","05456",4,2,50,NA,NA
"12636","VT","GRAND ISLE","05458",7,1,14.29,NA,NA
"12637","VT","GROTON","05046",3,2,66.67,-72.2000819988335,44.2150317759631
"12638","VT","HARDWICK","05843",19,1,5.26,-72.3618405843471,44.5016234543496
"12639","VT","HIGHGATE CENTER","05459",6,2,33.33,-73.041799886305,44.9374993605027
"12640","VT","HINESBURG","05461",8,2,25,-73.1119480804174,44.3347945453214
"12641","VT","HUNTINGTON","05462",5,2,40,-72.9867455977481,44.3253129638259
"12642","VT","ISLAND POND","05846",12,1,8.33,-71.8865748310023,44.8143306236951
"12643","VT","ISLE LA MOTTE","05463",9,3,33.33,NA,NA
"12644","VT","JERICHO","05465",12,1,8.33,-72.9881657607218,44.5046055912672
"12645","VT","JOHNSON","05656",10,1,10,-72.6794285501495,44.6364043485564
"12646","VT","KILLINGTON","05751",9,2,22.22,-72.7809296921397,43.6459850471647
"12647","VT","MARSHFIELD","05658",4,1,25,-72.3516018271518,44.3524949214604
"12648","VT","MIDDLEBURY","05753",41,1,2.44,-73.1620126223406,44.0073737835232
"12649","VT","MONTGOMERY","05470",2,1,50,NA,NA
"12650","VT","MORETOWN","05660",6,1,16.67,NA,NA
"12651","VT","N SPRINGFIELD","05150",9,1,11.11,-72.529070249748,43.3308512314701
"12652","VT","NEW HAVEN","05472",7,1,14.29,-73.1510518687628,44.1251447569592
"12653","VT","NEWBURY","05051",11,1,9.09,-72.06206963927,44.0824756526065
"12654","VT","ORWELL","05760",6,1,16.67,NA,NA
"12655","VT","PITTSFIELD","05762",6,2,33.33,NA,NA
"12656","VT","POWNAL","05261",4,1,25,-73.235583393867,42.7648606419297
"12657","VT","RICHMOND","05477",13,1,7.69,-72.9987166207727,44.4067555651332
"12658","VT","SAXTONS RIVER","05154",6,2,33.33,-72.511074868872,43.1389811245194
"12659","VT","SOUTH BURLINGTON","05403",35,1,2.86,-73.1649920388593,44.4583537086912
"12660","VT","SOUTH HERO","05486",8,3,37.5,-73.3035280016661,44.6478691419231
"12661","VT","SOUTH ROYALTON","05068",13,1,7.69,-72.5135179902118,43.8111004199547
"12662","VT","SPRINGFIELD","05156",26,3,11.54,-72.4873580336045,43.3001191974824
"12663","VT","ST ALBANS","05478",36,2,5.56,-73.08630417999,44.8098474935541
"12664","VT","STRAFFORD","05072",2,1,50,NA,NA
"12665","VT","UNDERHILL","05489",7,1,14.29,-72.9435840310579,44.5244520175656
"12666","VT","WAITSFIELD","05673",13,1,7.69,-72.8200909960985,44.1864635842952
"12667","VT","WEST DANVILLE","05873",5,1,20,NA,NA
"12668","VT","WOODSTOCK","05091",16,1,6.25,-72.5156660222003,43.6255725617972
"12669","WA","ABERDEEN","98520",94,2,2.13,-123.815247256839,46.9732848037575
"12670","WA","AIRWAY HEIGHTS","99001",15,1,6.67,-117.587798270477,47.6500257910936
"12671","WA","ALLYN","98524",10,2,20,-122.837178794619,47.3871982553815
"12672","WA","ANACORTES","98221",61,5,8.2,-122.606772168072,48.4861618618109
"12673","WA","ANDERSON ISLAND","98303",6,2,33.33,-122.706017810002,47.1551388224389
"12674","WA","ARLINGTON","98223",89,5,5.62,-122.154555385701,48.1685966140699
"12675","WA","ASOTIN","99402",6,1,16.67,-117.044725808851,46.3376165324434
"12676","WA","AUBURN","98002",89,4,4.49,-122.220317949788,47.2980515794736
"12677","WA","AUBURN","98092",41,1,2.44,-122.220317949788,47.2980515794736
"12678","WA","BAINBRIDGE ISLE","98110",64,5,7.81,-122.546340686214,47.6446979459156
"12679","WA","BATTLE GROUND","98604",78,1,1.28,-122.538665182048,45.7751593504662
"12680","WA","BAY CENTER","98527",3,1,33.33,-123.953536530235,46.6236182423548
"12681","WA","BELFAIR","98528",29,1,3.45,-122.848882449075,47.4513050188974
"12682","WA","BELLEVUE","98004",89,5,5.62,-122.146696792745,47.5969573487013
"12683","WA","BELLINGHAM","98225",144,8,5.56,-122.444771524979,48.7573813569246
"12684","WA","BELLINGHAM","98226",111,3,2.7,-122.444771524979,48.7573813569246
"12685","WA","BELLINGHAM","98229",34,1,2.94,-122.444771524979,48.7573813569246
"12686","WA","BELLINGHAM","98228",13,1,7.69,-122.444771524979,48.7573813569246
"12687","WA","BENTON CITY","99320",11,1,9.09,-119.484850250761,46.2622780739597
"12688","WA","BINGEN","98605",10,2,20,-121.471041118672,45.7139106256699
"12689","WA","BONNEY LAKE","98390",13,1,7.69,-122.170730866558,47.1822284055548
"12690","WA","BONNEY LAKE","98391",31,1,3.23,-122.170730866558,47.1822284055548
"12691","WA","BOTHELL","98011",81,1,1.23,-122.200168901289,47.773658315488
"12692","WA","BOTHELL","98012",54,1,1.85,-122.200168901289,47.773658315488
"12693","WA","BREMERTON","98337",56,1,1.79,-122.736848705843,47.5300782847865
"12694","WA","BREMERTON","98312",57,1,1.75,-122.736848705843,47.5300782847865
"12695","WA","BREMERTON","98310",69,1,1.45,-122.736848705843,47.5300782847865
"12696","WA","BREMERTON","98383",1,1,100,-122.736848705843,47.5300782847865
"12697","WA","BURIEN","98166",58,1,1.72,-122.342314216643,47.4684563219582
"12698","WA","BURIEN","98146",10,1,10,-122.342314216643,47.4684563219582
"12699","WA","BURLINGTON","98233",56,4,7.14,-122.327091146706,48.4691338544564
"12700","WA","BURTON","98013",3,2,66.67,-122.475378618748,47.4221956485384
"12701","WA","CAMAS","98607",61,1,1.64,-122.428770413526,45.6143533392814
"12702","WA","CARLTON","98814",1,1,100,NA,NA
"12703","WA","CARNATION","98014",14,1,7.14,-121.906452854693,47.6463808725797
"12704","WA","CARSON","98610",14,2,14.29,-121.825716152355,45.7359829198271
"12705","WA","CASHMERE","98815",26,1,3.85,-120.471728742931,47.5146786029825
"12706","WA","CASTLE ROCK","98611",29,1,3.45,-122.904667254984,46.2670070646001
"12707","WA","CATHLAMET","98612",16,3,18.75,-123.387156118292,46.2088059919901
"12708","WA","CENTRALIA","98531",84,6,7.14,-122.959366663336,46.7225195239189
"12709","WA","CHEHALIS","98532",82,1,1.22,-122.968170871238,46.6583850831406
"12710","WA","CHELAN","98816",34,4,11.76,-120.019585533876,47.8483280151247
"12711","WA","CHENEY","99004",57,8,14.04,-117.576729583057,47.4920007433428
"12712","WA","CLALLAM BAY","98326",7,1,14.29,-124.259895447832,48.2540142593185
"12713","WA","CLARKSTON","99403",57,2,3.51,-117.047039243493,46.4154940697828
"12714","WA","CLE ELUM","98922",26,2,7.69,-120.940586774441,47.19542921438
"12715","WA","CLINTON","98236",21,4,19.05,-122.359816902975,47.972183939703
"12716","WA","COLVILLE","99114",59,4,6.78,-117.902710123352,48.550478423555
"12717","WA","CONCRETE","98237",10,1,10,-121.75270084131,48.53840275201
"12718","WA","CONWAY","98238",1,1,100,-122.343858762125,48.3327360842436
"12719","WA","COPALIS CROSSING","98536",1,1,100,-124.174101348912,47.1275921301688
"12720","WA","COUPEVILLE","98239",16,2,12.5,-122.679379150789,48.2147288423726
"12721","WA","DARRINGTON","98241",14,1,7.14,-121.602786647348,48.2552313795401
"12722","WA","DAVENPORT","99122",27,2,7.41,-118.151702160059,47.6533950395705
"12723","WA","DEER PARK","99006",46,1,2.17,-117.433885550063,47.9652202976382
"12724","WA","DUVALL","98019",28,6,21.43,-121.969164101156,47.7360895766315
"12725","WA","EASTSOUND","98245",14,1,7.14,NA,NA
"12726","WA","EATONVILLE","98328",26,3,11.54,-122.269264766062,46.8706833054864
"12727","WA","EDMONDS","98026",75,2,2.67,-122.365573894137,47.8108538890868
"12728","WA","EDMONDS","98020",59,1,1.69,-122.365573894137,47.8108538890868
"12729","WA","ELBE","98330",3,1,33.33,-122.195252207299,46.7651078947821
"12730","WA","ELLENSBURG","98926",84,5,5.95,-120.547089057851,46.9978042002039
"12731","WA","ELMA","98541",49,2,4.08,-123.413587584132,47.0023589009396
"12732","WA","EPHRATA","98823",29,1,3.45,-119.528681298803,47.3117116491441
"12733","WA","EVERETT","98201",141,2,1.42,-122.239722783858,47.9499594237501
"12734","WA","EVERETT","98208",69,2,2.9,-122.239722783858,47.9499594237501
"12735","WA","FALL CITY","98024",13,1,7.69,-121.914512864412,47.570828989599
"12736","WA","FEDERAL WAY","98003",145,2,1.38,-122.333854638775,47.3055495242967
"12737","WA","FEDERAL WAY","98001",13,1,7.69,-122.333854638775,47.3055495242967
"12738","WA","FERNDALE","98248",49,1,2.04,-122.597174190561,48.8519990614622
"12739","WA","FORKS","98331",28,2,7.14,-124.378577535812,47.9581212576334
"12740","WA","FORT LEWIS","98433",1,1,100,-122.584042087846,47.08985183066
"12741","WA","FOX ISLAND","98333",6,3,50,-122.624011268568,47.2481712789745
"12742","WA","FREELAND","98249",19,6,31.58,-122.512108430608,48.0251556375569
"12743","WA","FRIDAY HARBOR","98250",32,1,3.12,-123.024658338171,48.5351846884126
"12744","WA","FRUITLAND","99129",3,1,33.33,NA,NA
"12745","WA","GIG HARBOR","98332",28,7,25,-122.595112238499,47.3332793668944
"12746","WA","GIG HARBOR","98335",87,6,6.9,-122.595112238499,47.3332793668944
"12747","WA","GIG HARBOR","98329",8,1,12.5,-122.595112238499,47.3332793668944
"12748","WA","GOLDENDALE","98620",48,1,2.08,-120.819365675361,45.821766775484
"12749","WA","GRANDVIEW","98930",56,1,1.79,-119.910176981366,46.2613338321739
"12750","WA","GRANITE FALLS","98252",29,2,6.9,-121.969063924178,48.0862752471887
"12751","WA","HOODSPORT","98548",9,1,11.11,-123.15335440851,47.4024261802109
"12752","WA","HUNTERS","99137",4,1,25,NA,NA
"12753","WA","ILWACO","98624",4,1,25,-124.043997413601,46.3094659293251
"12754","WA","INCHELIUM","99138",9,1,11.11,-118.233699583008,48.3289940003828
"12755","WA","INDEX","98256",5,1,20,-121.555815858581,47.8214037771278
"12756","WA","INDIANOLA","98342",4,1,25,-122.5158600017,47.7579540809756
"12757","WA","ISSAQUAH","98027",82,1,1.22,-122.047181724301,47.5470124691752
"12758","WA","KALAMA","98625",12,1,8.33,-122.84815736289,46.0188607999628
"12759","WA","KENMORE","98028",35,1,2.86,-122.250103228666,47.751599974536
"12760","WA","KENNEWICK","99336",151,4,2.65,-119.169658945227,46.196734123675
"12761","WA","KENT","98032",127,5,3.94,-122.23016325932,47.3858980009722
"12762","WA","KENT","98030",43,1,2.33,-122.23016325932,47.3858980009722
"12763","WA","KENT","98042",34,1,2.94,-122.23016325932,47.3858980009722
"12764","WA","KIRKLAND","98034",81,2,2.47,-122.200189610439,47.6927177277828
"12765","WA","KITTITAS","98934",9,1,11.11,-120.418453309725,46.9803838408913
"12766","WA","LA CENTER","98629",13,3,23.08,-122.663384259545,45.8630361811719
"12767","WA","LACEY","98503",73,1,1.37,-122.817829935606,47.0451344008131
"12768","WA","LAKE STEVENS","98258",55,4,7.27,-122.092170014661,48.000696262818
"12769","WA","LAKE TAPPS","98391",17,1,5.88,-122.171111480914,47.2302426754548
"12770","WA","LAKEBAY","98349",17,2,11.76,-122.765822068757,47.2259057856545
"12771","WA","LAKEWOOD","98499",95,2,2.11,-122.523331809841,47.1614615844426
"12772","WA","LAMONT","99017",1,1,100,-117.903918282194,47.2005152122814
"12773","WA","LANGLEY","98260",31,9,29.03,-122.406094563876,48.0358609517029
"12774","WA","LEAVENWORTH","98826",35,4,11.43,-120.666050184751,47.5910173582517
"12775","WA","LINCOLN","99147",2,2,100,NA,NA
"12776","WA","LONGVIEW","98632",122,5,4.1,-122.952127803451,46.1470725008201
"12777","WA","LOPEZ ISLAND","98261",13,1,7.69,NA,NA
"12778","WA","LUMMI ISLAND","98262",5,1,20,NA,NA
"12779","WA","LYLE","98635",7,1,14.29,-121.280643379869,45.6965259591578
"12780","WA","LYNDEN","98264",88,3,3.41,-122.450842412245,48.9518598902923
"12781","WA","LYNNWOOD","98036",110,6,5.45,-122.304610054795,47.8306422617038
"12782","WA","LYNNWOOD","98037",80,5,6.25,-122.304610054795,47.8306422617038
"12783","WA","LYNNWOOD","98087",28,2,7.14,-122.304610054795,47.8306422617038
"12784","WA","MABTON","98935",9,2,22.22,-119.99619851667,46.2114771612675
"12785","WA","MANSON","98831",8,1,12.5,-120.159230934266,47.8799880181472
"12786","WA","MAPLE VALLEY","98038",40,1,2.5,-122.037671392599,47.3661198241589
"12787","WA","MARSHALL","99020",2,1,50,NA,NA
"12788","WA","MARYSVILLE","98270",107,7,6.54,-122.167622417206,48.0937787706151
"12789","WA","MARYSVILLE","98271",35,1,2.86,-122.167622417206,48.0937787706151
"12790","WA","MCCLEARY","98557",8,1,12.5,-123.270787015771,47.0574556300908
"12791","WA","MCKENNA","98558",3,1,33.33,-122.549543868124,46.9345139902627
"12792","WA","MEDICAL LAKE","99022",18,1,5.56,-117.684305842541,47.5698205001969
"12793","WA","MERCER ISLAND","98040",43,1,2.33,-122.221243414875,47.5706749233876
"12794","WA","MILL CREEK","98012",45,4,8.89,-122.202295852905,47.862508328253
"12795","WA","MILTON","98354",18,1,5.56,-122.314404855324,47.2540062045278
"12796","WA","MINERAL","98355",6,2,33.33,-122.187650064817,46.7189738913855
"12797","WA","MONROE","98272",73,1,1.37,-121.970792294892,47.8676447924218
"12798","WA","MORTON","98356",16,2,12.5,-122.282290529462,46.5581459712161
"12799","WA","MOSES LAKE","98837",91,8,8.79,-119.25260828775,47.0654567804268
"12800","WA","MOUNTLAKE TER","98043",75,6,8,-122.307422620732,47.7919941930908
"12801","WA","MT VERNON","98274",34,1,2.94,-122.309980682343,48.4233180226864
"12802","WA","MUKILTEO","98275",37,1,2.7,-122.308551206792,47.9100987559158
"12803","WA","NAHCOTTA","98637",1,1,100,-124.044106787714,46.4950709224741
"12804","WA","NEAH BAY","98357",5,1,20,-124.608039056126,48.3603577032317
"12805","WA","NEWPORT","99156",31,2,6.45,-117.054028752505,48.1783681622528
"12806","WA","NOOKSACK","98276",10,1,10,-122.320823672042,48.9309172388623
"12807","WA","NORTH BEND","98045",38,4,10.53,-121.776728206655,47.4858822679371
"12808","WA","NORTHPORT","99157",11,1,9.09,-117.780688829606,48.9152433711974
"12809","WA","OAK HARBOR","98277",78,3,3.85,-122.62612060387,48.2950217223788
"12810","WA","OAKESDALE","99158",3,1,33.33,-117.246471254417,47.132298240736
"12811","WA","OCEAN SHORES","98569",13,1,7.69,-124.154639434727,46.9779390294429
"12812","WA","ODESSA","99159",10,1,10,-118.690441206441,47.3340281959119
"12813","WA","OLALLA","98359",5,1,20,-122.639418990057,47.4168381479681
"12814","WA","OLYMPIA","98501",118,5,4.24,-122.877770059125,47.0387205566205
"12815","WA","OLYMPIA","98516",23,4,17.39,-122.877770059125,47.0387205566205
"12816","WA","OLYMPIA","98502",59,1,1.69,-122.877770059125,47.0387205566205
"12817","WA","OLYMPIA","98506",60,1,1.67,-122.877770059125,47.0387205566205
"12818","WA","OLYMPIA","98504",1,1,100,-122.877770059125,47.0387205566205
"12819","WA","OMAK","98841",34,2,5.88,-119.519358452052,48.4158621346466
"12820","WA","ONALASKA","98570",9,1,11.11,-122.712119318812,46.5787620242056
"12821","WA","ORCAS","98280",4,2,50,NA,NA
"12822","WA","ORTING","98360",16,2,12.5,-122.208651902198,47.0987706536956
"12823","WA","OTHELLO","99344",43,1,2.33,-119.162780514022,46.8230529854647
"12824","WA","PASCO","99301",162,5,3.09,-119.098722529355,46.2578473035388
"12825","WA","PORT ANGELES","98362",75,1,1.33,-123.449607957611,48.1148926551554
"12826","WA","PORT GAMBLE","98364",1,1,100,NA,NA
"12827","WA","PORT ORCHARD","98366",86,3,3.49,-122.697750037388,47.5049989806063
"12828","WA","PORT ORCHARD","98367",55,1,1.82,-122.697750037388,47.5049989806063
"12829","WA","PORT TOWNSEND","98368",53,3,5.66,-122.78759102772,48.1208229447936
"12830","WA","POULSBO","98370",111,11,9.91,-122.644788332563,47.7440634947922
"12831","WA","PROSSER","99350",32,2,6.25,-119.739450384341,46.2170718561818
"12832","WA","PULLMAN","99163",74,3,4.05,-117.168405899484,46.7352371877779
"12833","WA","PUYALLUP","98373",59,5,8.47,-122.290858529535,47.1854832036893
