"","state","city","zipcode","n_abi","n_abi_any_na_address_line_1","pct_abi_any_na_address_line_1","lon","lat"
"2572","GA","ALBANY","31707",175,1,0.57,-84.1450211458782,31.5702634748395
"2573","GA","ALLENHURST","31301",27,2,7.41,-81.6076092602191,31.7851586187378
"2574","GA","ALPHARETTA","30004",125,4,3.2,-84.2839957994643,34.0688347383066
"2575","GA","ALPHARETTA","30005",56,1,1.79,-84.2839957994643,34.0688347383066
"2576","GA","ALTO","30510",19,1,5.26,-83.5740907366091,34.4634263294108
"2577","GA","AMBROSE","31512",14,1,7.14,-83.0136009130847,31.5949489512398
"2578","GA","APPLING","30802",29,1,3.45,-82.3185105030304,33.5583111140917
"2579","GA","ARGYLE","31623",2,1,50,-82.6488142083467,31.07420227496
"2580","GA","ASHBURN","31714",46,2,4.35,-83.650222014666,31.7115114710654
"2581","GA","ATHENS","30606",119,3,2.52,NA,NA
"2582","GA","ATHENS","30607",43,1,2.33,NA,NA
"2583","GA","ATLANTA","30303",85,13,15.29,-84.412486603225,33.7665075893774
"2584","GA","ATLANTA","30329",95,4,4.21,-84.412486603225,33.7665075893774
"2585","GA","ATLANTA","30305",81,4,4.94,-84.412486603225,33.7665075893774
"2586","GA","ATLANTA","30309",55,4,7.27,-84.412486603225,33.7665075893774
"2587","GA","ATLANTA","30310",246,3,1.22,-84.412486603225,33.7665075893774
"2588","GA","ATLANTA","30331",242,3,1.24,-84.412486603225,33.7665075893774
"2589","GA","ATLANTA","30318",299,3,1,-84.412486603225,33.7665075893774
"2590","GA","ATLANTA","30306",63,2,3.17,-84.412486603225,33.7665075893774
"2591","GA","ATLANTA","30338",53,2,3.77,-84.412486603225,33.7665075893774
"2592","GA","ATLANTA","30350",57,2,3.51,-84.412486603225,33.7665075893774
"2593","GA","ATLANTA","30342",62,2,3.23,-84.412486603225,33.7665075893774
"2594","GA","ATLANTA","30344",127,2,1.57,-84.412486603225,33.7665075893774
"2595","GA","ATLANTA","30345",50,2,4,-84.412486603225,33.7665075893774
"2596","GA","ATLANTA","30316",215,1,0.47,-84.412486603225,33.7665075893774
"2597","GA","ATLANTA","30315",264,1,0.38,-84.412486603225,33.7665075893774
"2598","GA","ATLANTA","30339",65,1,1.54,-84.412486603225,33.7665075893774
"2599","GA","ATLANTA","30312",136,1,0.74,-84.412486603225,33.7665075893774
"2600","GA","ATLANTA","30314",178,1,0.56,-84.412486603225,33.7665075893774
"2601","GA","ATLANTA","30349",214,1,0.47,-84.412486603225,33.7665075893774
"2602","GA","ATLANTA","30311",148,1,0.68,-84.412486603225,33.7665075893774
"2603","GA","ATLANTA","30354",82,1,1.22,-84.412486603225,33.7665075893774
"2604","GA","ATLANTA","30328",84,1,1.19,-84.412486603225,33.7665075893774
"2605","GA","ATLANTA","30336",38,1,2.63,-84.412486603225,33.7665075893774
"2606","GA","ATLANTA","30337",52,1,1.92,-84.412486603225,33.7665075893774
"2607","GA","ATLANTA","30360",37,1,2.7,-84.412486603225,33.7665075893774
"2608","GA","ATLANTA","30301",10,1,10,-84.412486603225,33.7665075893774
"2609","GA","ATLANTA","30359",6,1,16.67,-84.412486603225,33.7665075893774
"2610","GA","ATLANTA","31106",2,1,50,-84.412486603225,33.7665075893774
"2611","GA","ATTAPULGUS","39815",28,4,14.29,-84.4839729930221,30.7494778932721
"2612","GA","ATTAPULGUS","31715",12,1,8.33,-84.4839729930221,30.7494778932721
"2613","GA","AUGUSTA","30906",254,5,1.97,NA,NA
"2614","GA","AUGUSTA","30901",236,4,1.69,NA,NA
"2615","GA","AUGUSTA","30907",143,4,2.8,NA,NA
"2616","GA","AUGUSTA","30909",136,2,1.47,NA,NA
"2617","GA","AUSTELL","30106",104,3,2.88,-84.6385166065338,33.81748582514
"2618","GA","AUSTELL","30168",71,1,1.41,-84.6385166065338,33.81748582514
"2619","GA","BAINBRIDGE","39817",85,2,2.35,-84.5732548911365,30.9069982785416
"2620","GA","BAINBRIDGE","31717",62,1,1.61,-84.5732548911365,30.9069982785416
"2621","GA","BALDWIN","30511",29,1,3.45,-83.5443315304536,34.4805647848595
"2622","GA","BALL GROUND","30107",37,2,5.41,-84.3484181329705,34.3442082198693
"2623","GA","BARTOW","30413",33,6,18.18,-82.4694580041025,32.8802319197071
"2624","GA","BLAIRSVILLE","30512",116,1,0.86,-83.9536685534782,34.8765172723424
"2625","GA","BLAKELY","39823",91,4,4.4,-84.920676545796,31.3779544495908
"2626","GA","BLUE RIDGE","30513",85,3,3.53,-84.3251122022146,34.8652240356287
"2627","GA","BOSTON","31626",36,4,11.11,-83.7899192435125,30.7874025432834
"2628","GA","BOWDON","30108",41,1,2.44,-85.2551177731264,33.5383121434089
"2629","GA","BOWERSVILLE","30516",20,1,5,-83.0831300119325,34.3726567309982
"2630","GA","BOX SPRINGS","31801",15,3,20,-84.656568105522,32.5481142182583
"2631","GA","BRASELTON","30517",39,1,2.56,-83.8200666558034,34.1111142804559
"2632","GA","BREMEN","30110",62,2,3.23,-85.1423490670851,33.706037996425
"2633","GA","BROOKLET","30415",35,2,5.71,-81.6688497505031,32.3898152104761
"2634","GA","BRUNSWICK","31520",270,5,1.85,-81.4872746890599,31.1570408756897
"2635","GA","BUENA VISTA","31803",36,1,2.78,-84.5175183398027,32.3188536266723
"2636","GA","BUFORD","30519",79,2,2.53,-83.9998780433683,34.1205774301568
"2637","GA","BUFORD","30518",132,1,0.76,-83.9998780433683,34.1205774301568
"2638","GA","BYROMVILLE","31007",11,1,9.09,-83.9073719423263,32.2009699811707
"2639","GA","BYRON","31008",61,2,3.28,-83.7508700636006,32.642825871504
"2640","GA","CAIRO","39828",114,3,2.63,-84.1992283797719,30.8774936629755
"2641","GA","CALHOUN","30701",153,1,0.65,-84.9616371402655,34.4932581204775
"2642","GA","CAMAK","30807",4,1,25,-82.6462200367494,33.4525682253639
"2643","GA","CAMILLA","31730",67,1,1.49,-84.210476455052,31.2455176944312
"2644","GA","CANON","30520",28,1,3.57,-83.110824697847,34.3453112774924
"2645","GA","CANTON","30114",109,3,2.75,-84.4811600192809,34.2410781164818
"2646","GA","CANTON","30115",83,3,3.61,-84.4811600192809,34.2410781164818
"2647","GA","CARROLLTON","30117",202,1,0.5,-85.0732592537524,33.585442863287
"2648","GA","CARTERSVILLE","30120",190,6,3.16,-84.7562436219292,34.1842979781134
"2649","GA","CATAULA","31804",21,1,4.76,-84.8688413288191,32.6612661864864
"2650","GA","CECIL","31627",5,1,20,-83.3902342009986,31.0476553396421
"2651","GA","CEDAR SPRINGS","39832",5,1,20,-85.0308015487864,31.1847672719234
"2652","GA","CEDAR SPRINGS","31732",3,1,33.33,-85.0308015487864,31.1847672719234
"2653","GA","CHATSWORTH","30705",123,6,4.88,-84.7832545350831,34.7835517801538
"2654","GA","CISCO","30708",2,1,50,NA,NA
"2655","GA","CLARKESVILLE","30523",114,6,5.26,-83.5214961380713,34.6092132133762
"2656","GA","CLARKSTON","30021",68,2,2.94,-84.2410152086789,33.8103180355249
"2657","GA","CLAYTON","30525",56,2,3.57,-83.4021905236754,34.8731526605501
"2658","GA","CLERMONT","30527",16,1,6.25,-83.7785783826656,34.4810698696918
"2659","GA","CLEVELAND","30528",129,3,2.33,-83.7636977336849,34.5944244338634
"2660","GA","CLYATTVILLE","31601",2,1,50,-83.3129665862005,30.6892310626346
"2661","GA","COBB","31735",7,2,28.57,NA,NA
"2662","GA","COCHRAN","31014",72,1,1.39,-83.3577658152447,32.3860044234127
"2663","GA","COHUTTA","30710",23,1,4.35,-84.9650908759615,34.9587022770954
"2664","GA","COLLINS","30421",20,1,5,-82.1103436437834,32.1791751071223
"2665","GA","COLQUITT","39837",40,1,2.5,-84.7337408085649,31.1843221924426
"2666","GA","COLUMBUS","31904",207,2,0.97,-84.8698546769948,32.4851094458803
"2667","GA","COLUMBUS","31903",104,2,1.92,-84.8698546769948,32.4851094458803
"2668","GA","COLUMBUS","31907",210,2,0.95,-84.8698546769948,32.4851094458803
"2669","GA","COMMERCE","30529",94,1,1.06,-83.4631222114922,34.2147791070745
"2670","GA","CONLEY","30288",44,2,4.55,-84.3286925805373,33.6350774142654
"2671","GA","CONYERS","30012",177,3,1.69,-84.0197637431545,33.6599290139022
"2672","GA","CONYERS","30013",171,2,1.17,-84.0197637431545,33.6599290139022
"2673","GA","COOLIDGE","31738",15,1,6.67,-83.8655289310536,31.0110946242137
"2674","GA","CORNELIA","30531",83,5,6.02,-83.5250608077688,34.5200708954951
"2675","GA","COVINGTON","30014",214,3,1.4,-83.8482826457836,33.6099977202858
"2676","GA","CRAWFORDVILLE","30631",31,1,3.23,-82.8965282078463,33.5547114646612
"2677","GA","CULLODEN","31016",31,2,6.45,-84.093758989093,32.8643456004395
"2678","GA","CUMMING","30041",93,1,1.08,-84.1357012136346,34.2052949943446
"2679","GA","CUMMING","30040",149,1,0.67,-84.1357012136346,34.2052949943446
"2680","GA","CUTHBERT","39840",53,3,5.66,-84.7940886501098,31.7685462213995
"2681","GA","CUTHBERT","31740",25,1,4,-84.7940886501098,31.7685462213995
"2682","GA","DACULA","30019",93,3,3.23,-83.8962592519705,33.9845061231121
"2683","GA","DAHLONEGA","30533",101,4,3.96,-83.9859095027022,34.5275796550815
"2684","GA","DALLAS","30157",88,1,1.14,-84.8370400157632,33.9174821271563
"2685","GA","DALTON","30721",196,3,1.53,-84.9828482835365,34.7654614016871
"2686","GA","DALTON","30720",144,3,2.08,-84.9828482835365,34.7654614016871
"2687","GA","DANIELSVILLE","30633",36,2,5.56,-83.2213472022639,34.1244575967778
"2688","GA","DARIEN","31305",76,37,48.68,-81.4341179466458,31.3435822023937
"2689","GA","DAVISBORO","31018",22,2,9.09,-82.6077894485383,32.9828110037713
"2690","GA","DAWSON","39842",64,4,6.25,-84.4428497786353,31.7725625948945
"2691","GA","DAWSON","31742",39,2,5.13,-84.4428497786353,31.7725625948945
"2692","GA","DAWSONVILLE","30534",105,4,3.81,-84.1756435440629,34.4384230601692
"2693","GA","DECATUR","30030",107,7,6.54,-84.2950846327933,33.7715044633729
"2694","GA","DECATUR","30032",320,4,1.25,-84.2950846327933,33.7715044633729
"2695","GA","DECATUR","30034",202,2,0.99,-84.2950846327933,33.7715044633729
"2696","GA","DECATUR","30033",60,1,1.67,-84.2950846327933,33.7715044633729
"2697","GA","DECATUR","30035",155,1,0.65,-84.2950846327933,33.7715044633729
"2698","GA","DEXTER","31019",13,1,7.69,-83.0596278271016,32.4323316738444
"2699","GA","DILLARD","30537",15,3,20,-83.3835015273052,34.9790186253941
"2700","GA","DOERUN","31744",23,1,4.35,-83.9172428210969,31.3226193430578
"2701","GA","DONALSONVILLE","39845",69,12,17.39,-84.8745000962278,31.0384548792978
"2702","GA","DONALSONVILLE","31745",33,3,9.09,-84.8745000962278,31.0384548792978
"2703","GA","DORAVILLE","30340",69,1,1.45,-84.2790375495436,33.9071357827885
"2704","GA","DOUGLAS","31533",144,1,0.69,-82.852611801847,31.5107036721548
"2705","GA","DOUGLASVILLE","30134",174,4,2.3,-84.628522080425,33.7214714459674
"2706","GA","DOUGLASVILLE","30135",152,2,1.32,-84.628522080425,33.7214714459674
"2707","GA","DOVER","30424",7,2,28.57,NA,NA
"2708","GA","DUDLEY","31022",20,1,5,-83.0759474596371,32.535584167984
"2709","GA","DULUTH","30096",176,2,1.14,-84.151671678112,34.003356097145
"2710","GA","DUNWOODY","30338",37,2,5.41,-84.3070434949731,33.9385221171437
"2711","GA","EAST POINT","30344",110,3,2.73,-84.4794318049286,33.6662325075976
"2712","GA","EASTANOLLEE","30538",34,3,8.82,NA,NA
"2713","GA","EATONTON","31024",97,2,2.06,-83.3887880105708,33.3244912999263
"2714","GA","EDEN","31307",3,1,33.33,NA,NA
"2715","GA","ELLABELL","31308",42,1,2.38,NA,NA
"2716","GA","ELLAVILLE","31806",28,1,3.57,-84.3090635232257,32.2378098246985
"2717","GA","ELLENTON","31747",1,1,100,-83.5877000138871,31.1755217131387
"2718","GA","ELLENWOOD","30294",96,2,2.08,-84.3670911909912,33.6186119447728
"2719","GA","ELLIJAY","30536",35,3,8.57,-84.4895015799208,34.6826581139219
"2720","GA","ELLIJAY","30540",149,2,1.34,-84.4895015799208,34.6826581139219
"2721","GA","EVANS","30809",111,1,0.9,-82.126590272708,33.5505937789052
"2722","GA","FAIRBURN","30213",108,3,2.78,-84.587540105011,33.5467950626542
"2723","GA","FARGO","31631",5,1,20,-82.569193622382,30.6878301383325
"2724","GA","FAYETTEVILLE","30214",253,7,2.77,-84.4546907744304,33.4522676225468
"2725","GA","FAYETTEVILLE","30215",102,1,0.98,-84.4546907744304,33.4522676225468
"2726","GA","FITZGERALD","31750",121,3,2.48,-83.2538502420667,31.7210313794757
"2727","GA","FLEMING","31309",11,1,9.09,NA,NA
"2728","GA","FLOWERY BRANCH","30542",82,3,3.66,-83.9241292433343,34.1360842658996
"2729","GA","FOLKSTON","31537",63,1,1.59,-82.0105950301616,30.8492578978423
"2730","GA","FOREST PARK","30297",131,1,0.76,-84.3670911909912,33.6186119447728
"2731","GA","FORT OGLETHORPE","30742",57,2,3.51,-85.2607030647651,34.9383167066767
"2732","GA","FORTSON","31808",27,1,3.7,-84.8698546769948,32.4851094458803
"2733","GA","GAINESVILLE","30501",171,4,2.34,-83.8302267118231,34.2905215501631
"2734","GA","GARFIELD","30425",12,1,8.33,-82.09606613451,32.6506083681274
"2735","GA","GENEVA","31810",25,2,8,-84.5517523568024,32.5777256530154
"2736","GA","GLENNVILLE","30427",72,1,1.39,-81.9371601794811,31.945319904304
"2737","GA","GLENWOOD","30428",22,1,4.55,-82.6710411634677,32.1811481014634
"2738","GA","GRAY","31032",65,2,3.08,-83.5372843075215,33.0042893859448
"2739","GA","GRAYSON","30017",51,1,1.96,-83.9570912656418,33.8886305930427
"2740","GA","GREENSBORO","30642",54,1,1.85,-83.1822863571043,33.5800711555038
"2741","GA","GRIFFIN","30223",268,5,1.87,-84.2694986812315,33.241125910632
"2742","GA","GRIFFIN","30224",138,1,0.72,-84.2694986812315,33.241125910632
"2743","GA","GROVETOWN","30813",79,1,1.27,-82.2072192122601,33.4522260043597
"2744","GA","GUYTON","31312",90,6,6.67,-81.3889274669888,32.3315011455886
"2745","GA","HAMILTON","31811",30,2,6.67,-84.8839491140313,32.7896750621685
"2746","GA","HAMPTON","30228",121,1,0.83,-84.2883008107686,33.3753464857022
"2747","GA","HARTWELL","30643",152,5,3.29,-82.9246369336339,34.35188093991
"2748","GA","HAWKINSVILLE","31036",69,4,5.8,-83.4646411103354,32.2943155916066
"2749","GA","HAZLEHURST","31539",105,1,0.95,-82.6082722462595,31.8616182634276
"2750","GA","HELEN","30545",14,3,21.43,-83.7129864455486,34.7060839836218
"2751","GA","HELENA","31037",13,1,7.69,-82.9020977697858,32.0640464623601
"2752","GA","HEPHZIBAH","30815",122,2,1.64,-82.1244839221217,33.2895401990334
"2753","GA","HIAWASSEE","30546",48,2,4.17,-83.7512864510087,34.9483592010344
"2754","GA","HIGH SHOALS","30645",5,1,20,-83.5045630569954,33.8234051077668
"2755","GA","HINESVILLE","31313",178,11,6.18,-81.6127287249119,31.828723273946
"2756","GA","HOBOKEN","31542",18,1,5.56,-82.1309854112077,31.176545051315
"2757","GA","HOMER","30547",39,1,2.56,-83.4978585692202,34.3403266514484
"2758","GA","HOMERVILLE","31634",41,2,4.88,-82.7504115380382,31.039157103706
"2759","GA","HORTENSE","31543",41,4,9.76,-81.9505823080277,31.3325628196381
"2760","GA","HOSCHTON","30548",56,1,1.79,-83.765112184751,34.088007794487
"2761","GA","HOWARD","31039",8,1,12.5,-84.3755938630122,32.5972178782353
"2762","GA","HULL","30646",27,1,3.7,-83.2925465535687,34.0160379014335
"2763","GA","IDEAL","31041",9,1,11.11,-84.1895645039111,32.3729437135024
"2764","GA","ILA","30647",14,1,7.14,-83.2931430546728,34.1739624473051
"2765","GA","IRON CITY","39859",9,2,22.22,-84.8132875201578,31.0138757362674
"2766","GA","IRWINTON","31042",23,1,4.35,-83.1736619722613,32.8107566367683
"2767","GA","JACKSON","30233",119,1,0.84,-83.975279253819,33.2888473693888
"2768","GA","JACKSONVILLE","31544",19,2,10.53,-82.9791232766803,31.812070221128
"2769","GA","JAKIN","31761",4,1,25,-84.982075383693,31.0920761894285
"2770","GA","JASPER","30143",85,3,3.53,-84.4505253563063,34.4501740668002
"2771","GA","JEFFERSON","30549",81,2,2.47,-83.6321029369066,34.1430249772194
"2772","GA","JEFFERSONVILLE","31044",48,3,6.25,-83.3461470961135,32.6871336984308
"2773","GA","JONESBORO","30236",264,5,1.89,-84.3554168077969,33.5201576318122
"2774","GA","JONESBORO","30238",100,1,1,-84.3554168077969,33.5201576318122
"2775","GA","JULIETTE","31046",17,1,5.88,-83.8087557209013,33.1087954790955
"2776","GA","JUNCTION CITY","31812",7,1,14.29,-84.455992141108,32.6021025888268
"2777","GA","KENNESAW","30144",161,2,1.24,-84.6207904570465,34.0270044290163
"2778","GA","KENNESAW","30152",59,2,3.39,-84.6207904570465,34.0270044290163
"2779","GA","KINGSLAND","31548",126,5,3.97,-81.7775239852295,30.8289982291937
"2780","GA","KITE","31049",8,3,37.5,-82.5148568121628,32.6913318442178
"2781","GA","LA FAYETTE","30728",157,2,1.27,-85.2795341151736,34.7122712863552
"2782","GA","LAGRANGE","30240",155,2,1.29,-85.03524533586,33.0167017416294
"2783","GA","LAKELAND","31635",46,3,6.52,-83.0748159658385,31.040789899312
"2784","GA","LAWRENCEVILLE","30045",142,2,1.41,-84.001888457613,33.9533402960346
"2785","GA","LAWRENCEVILLE","30044",118,1,0.85,-84.001888457613,33.9533402960346
"2786","GA","LENOX","31637",17,1,5.88,-83.4646894341742,31.263270413189
"2787","GA","LESLIE","31764",34,2,5.88,-84.0865147157804,31.9539260716662
"2788","GA","LILBURN","30047",199,7,3.52,-84.1377733812794,33.8951976857228
"2789","GA","LINDALE","30147",23,1,4.35,-85.1778614270097,34.1931414935024
"2790","GA","LITHONIA","30038",103,1,0.97,-84.1068983037645,33.7116491255245
"2791","GA","LITHONIA","30058",211,1,0.47,-84.1068983037645,33.7116491255245
"2792","GA","LOGANVILLE","30052",184,6,3.26,-83.8945627462828,33.8371444087633
"2793","GA","LOOKOUT MOUNTAIN","30750",22,2,9.09,-85.3624519940587,34.965025681663
"2794","GA","LUDOWICI","31316",48,1,2.08,-81.7502677007806,31.7098813809958
"2795","GA","LYONS","30436",82,2,2.44,-82.3155289561947,32.2120487756879
"2796","GA","MABLETON","30126",157,1,0.64,-84.5628708687525,33.8125777773798
"2797","GA","MACON","31201",164,6,3.66,NA,NA
"2798","GA","MACON","31206",199,2,1.01,NA,NA
"2799","GA","MACON","31204",215,1,0.47,NA,NA
"2800","GA","MACON","31210",118,1,0.85,NA,NA
"2801","GA","MARIETTA","30060",230,5,2.17,-84.5448940138172,33.9511491828202
"2802","GA","MARIETTA","30064",125,4,3.2,-84.5448940138172,33.9511491828202
"2803","GA","MARIETTA","30062",149,3,2.01,-84.5448940138172,33.9511491828202
"2804","GA","MARIETTA","30067",126,3,2.38,-84.5448940138172,33.9511491828202
"2805","GA","MARIETTA","30066",184,2,1.09,-84.5448940138172,33.9511491828202
"2806","GA","MARIETTA","30006",5,1,20,-84.5448940138172,33.9511491828202
"2807","GA","MARSHALLVILLE","31057",15,1,6.67,-83.9408087955384,32.4552838588983
"2808","GA","MARTINEZ","30907",75,1,1.33,-82.0991229420352,33.5181899287742
"2809","GA","MC DONOUGH","30253",51,1,1.96,-84.2291034755338,33.5232966126344
"2810","GA","MC RAE","31055",33,1,3.03,-82.9020977697858,32.0640464623601
"2811","GA","MCDONOUGH","30253",254,2,0.79,-84.1458817998602,33.4409494389151
"2812","GA","MCDONOUGH","30252",83,1,1.2,-84.1458817998602,33.4409494389151
"2813","GA","MEIGS","31765",24,1,4.17,-84.093371260508,31.0715583433489
"2814","GA","MERIDIAN","31319",4,1,25,-81.4341179466458,31.3435822023937
"2815","GA","MERSHON","31551",8,1,12.5,-82.2600541244923,31.4664610532093
"2816","GA","METTER","30439",67,9,13.43,-82.0615140807644,32.3949934390861
"2817","GA","MIDVILLE","30441",26,4,15.38,-82.235045226978,32.8211787346321
"2818","GA","MIDWAY","31320",66,13,19.7,-81.4374314843064,31.8020592773183
"2819","GA","MILAN","31060",20,2,10,-83.0629306854257,32.0196601643652
"2820","GA","MILLEDGEVILLE","31061",191,4,2.09,-83.2591859555644,33.0936509425516
"2821","GA","MILLEN","30442",54,1,1.85,-81.9422136660874,32.8084818398017
"2822","GA","MINERAL BLUFF","30559",30,2,6.67,-84.2789817997397,34.9143173196245
"2823","GA","MOLENA","30258",18,1,5.56,-84.5006059641776,33.0119608019278
"2824","GA","MONROE","30655",129,3,2.33,-83.7143744669757,33.7971256803053
"2825","GA","MONTEZUMA","31063",62,3,4.84,-84.0236766186928,32.3019543922211
"2826","GA","MORGANTON","30560",43,1,2.33,-84.2442007363603,34.8750656744791
"2827","GA","MORROW","30260",127,3,2.36,-84.3402802384206,33.5806505411796
"2828","GA","MOULTRIE","31768",142,5,3.52,-83.7101919365862,31.1388936714442
"2829","GA","MT AIRY","30563",28,1,3.57,-83.5031769358208,34.5233926403062
"2830","GA","MT VERNON","30445",27,2,7.41,-82.5954626165685,32.1820552188538
"2831","GA","NAHUNTA","31553",50,3,6,-81.9789238346795,31.2137580712379
"2832","GA","NELSON","30151",7,1,14.29,-84.3703792896113,34.3833370944439
"2833","GA","NEWNAN","30263",240,3,1.25,-84.7718773089776,33.3750690704748
"2834","GA","NEWTON","39870",28,1,3.57,-84.3394532308841,31.314594054448
"2835","GA","NICHOLLS","31554",38,1,2.63,-82.6380806089983,31.5235246815158
"2836","GA","NORCROSS","30071",127,3,2.36,-84.215109219682,33.9414532399306
"2837","GA","NORCROSS","30092",83,2,2.41,-84.215109219682,33.9414532399306
"2838","GA","NORCROSS","30093",165,1,0.61,-84.215109219682,33.9414532399306
"2839","GA","NUNEZ","30448",3,2,66.67,-82.3458623623069,32.4922596194872
"2840","GA","OAK PARK","30401",5,3,60,-82.3249751070101,32.3853611862393
"2841","GA","ODUM","31555",15,1,6.67,-82.0277337463378,31.6664905338938
"2842","GA","OGLETHORPE","31068",30,1,3.33,-84.0597686932513,32.293521537725
"2843","GA","OLIVER","30449",3,1,33.33,-81.5328400731638,32.5228222459402
"2844","GA","OMEGA","31775",18,5,27.78,-83.5948914164845,31.3389891423604
"2845","GA","PAVO","31778",20,2,10,-83.737836711067,30.9601025195432
"2846","GA","PEACHTREE CITY","30269",111,1,0.9,-84.5681243960469,33.3890968568638
"2847","GA","PEARSON","31642",34,19,55.88,-82.853685859247,31.2964840169437
"2848","GA","PELHAM","31779",56,2,3.57,-84.1520189039585,31.1257128342751
"2849","GA","PEMBROKE","31321",46,2,4.35,-81.6189988558075,32.1486076527204
"2850","GA","PENDERGRASS","30567",13,1,7.69,-83.6792076207744,34.1668449405195
"2851","GA","PERRY","31069",125,2,1.6,-83.7181346331259,32.4757308992768
"2852","GA","PINE LAKE","30072",4,1,25,-84.2060971171148,33.7898664482118
"2853","GA","PINEHURST","31070",11,3,27.27,-83.7596329874896,32.1955640264429
"2854","GA","PINEVIEW","31071",13,2,15.38,-83.5030747662778,32.108313639139
"2855","GA","PITTS","31072",11,1,9.09,-83.5418124686131,31.9459349384465
"2856","GA","PLAINS","31780",29,2,6.9,-84.3942707366219,32.0329953674866
"2857","GA","PORTAL","30450",24,1,4.17,-81.9292618215794,32.5420146197881
"2858","GA","PORTERDALE","30070",11,1,9.09,-83.8911113491074,33.5704637690135
"2859","GA","POWDER SPRINGS","30127",175,4,2.29,-84.678252968824,33.8593707625765
"2860","GA","PULASKI","30451",4,1,25,-81.9567786149275,32.3894343285993
"2861","GA","PUTNEY","31782",9,2,22.22,-84.0990870811349,31.4804660422033
"2862","GA","QUITMAN","31643",84,1,1.19,-83.561724719466,30.7814328005559
"2863","GA","RANGER","30734",15,1,6.67,-84.711007373392,34.5013721117486
"2864","GA","REIDSVILLE","30453",34,3,8.82,-82.1182662956605,32.0856981288242
"2865","GA","REYNOLDS","31076",35,1,2.86,-84.095177828733,32.5543369421301
"2866","GA","RICEBORO","31323",19,11,57.89,-81.4382789285708,31.7253868989962
"2867","GA","RICHMOND HILL","31324",59,6,10.17,-81.3127279353301,31.8995065129787
"2868","GA","RINCON","31326",78,3,3.85,-81.225334889504,32.291037847003
"2869","GA","RINGGOLD","30736",175,2,1.14,-85.1256158889961,34.8958720940649
"2870","GA","RISING FAWN","30738",30,2,6.67,-85.4135030441618,34.9203607262154
"2871","GA","RIVERDALE","30274",168,1,0.6,-84.4057446043321,33.5548694026698
"2872","GA","ROBERTA","31078",70,1,1.43,-84.0103511351159,32.7188030704739
"2873","GA","ROCKY FORD","30455",19,2,10.53,-81.8294134652297,32.6653470376048
"2874","GA","ROME","30161",192,2,1.04,-85.1803451391641,34.2736349942582
"2875","GA","ROME","30165",124,1,0.81,-85.1803451391641,34.2736349942582
"2876","GA","ROOPVILLE","30170",17,1,5.88,-85.1304718267066,33.4563515727656
"2877","GA","ROSSVILLE","30741",160,2,1.25,-85.2960406151141,34.9716820505493
"2878","GA","ROSWELL","30075",146,6,4.11,-84.3688542067242,34.0493884636858
"2879","GA","RYDAL","30171",13,1,7.69,NA,NA
"2880","GA","SANDERSVILLE","31082",91,1,1.1,-82.8130496963059,32.9847374794994
"2881","GA","SAPELO ISLAND","31327",11,8,72.73,NA,NA
"2882","GA","SARGENT","30275",1,1,100,NA,NA
"2883","GA","SASSER","39885",6,1,16.67,-84.3478843531817,31.7192085048265
"2884","GA","SAVANNAH","31401",244,5,2.05,-81.23429070184,31.92959001529
"2885","GA","SAVANNAH","31406",168,1,0.6,-81.23429070184,31.92959001529
"2886","GA","SENOIA","30276",48,2,4.17,-84.5487809454424,33.3100002981989
"2887","GA","SHANNON","30172",6,1,16.67,-85.0851293310067,34.3423898597379
"2888","GA","SHARON","30664",2,1,50,-82.7952530951742,33.5589764614385
"2889","GA","SHELLMAN","39886",20,2,10,-84.6157034855905,31.758051764811
"2890","GA","SILOAM","30665",3,1,33.33,-83.0814338052278,33.5360494533089
"2891","GA","SMYRNA","30080",147,4,2.72,-84.5421823104859,33.8544145825402
"2892","GA","SNELLVILLE","30078",136,2,1.47,-83.999614318359,33.8558552717246
"2893","GA","SOPERTON","30457",58,7,12.07,-82.5919594546165,32.3781002850368
"2894","GA","SPARTA","31087",76,1,1.32,-82.9722856688444,33.277478643224
"2895","GA","SPRINGFIELD","31329",63,3,4.76,-81.3094493884044,32.3664949236219
"2896","GA","ST MARYS","31558",111,5,4.5,-81.5879149784943,30.7821180520047
"2897","GA","ST SIMONS ISLAND","31522",63,2,3.17,-81.3846231066954,31.1761722026422
"2898","GA","STATESBORO","30458",178,3,1.69,-81.7711606828525,32.4336550354274
"2899","GA","STEPHENS","30667",12,1,8.33,-83.17365542262,33.753795923046
"2900","GA","STILLMORE","30464",7,2,28.57,-82.2147754441097,32.4402371273907
"2901","GA","STOCKBRIDGE","30281",247,6,2.43,-84.2291034755338,33.5232966126344
"2902","GA","STONE MOUNTAIN","30087",125,4,3.2,-84.1703193935121,33.8046119441817
"2903","GA","STONE MOUNTAIN","30083",255,1,0.39,-84.1703193935121,33.8046119441817
"2904","GA","SUCHES","30572",16,1,6.25,NA,NA
"2905","GA","SUMMERVILLE","30747",101,4,3.96,-85.3496666483402,34.472758371371
"2906","GA","SUMNER","31789",11,1,9.09,-83.738891475803,31.510775260694
"2907","GA","SUWANEE","30024",165,2,1.21,-84.0619767446015,34.0530732349597
"2908","GA","SWAINSBORO","30401",105,1,0.95,-82.3316428652585,32.5718210323011
"2909","GA","SYLVANIA","30467",177,12,6.78,-81.6430230943799,32.7441360586305
